product_id	product_sku	product_name	product_status	product_slug	description	description_status	description_source	specifications	specification_count	specification_status	specifications_source	specifications_confidence	completeness_status	needs_review	review_reasons	content_sha256	excerpt_sha256
32263	OKST-M04X	EJERCITADOR CAMINADORA OK	publish	ejercitador-caminadora-ok	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.075 m Ancho: 0.55 m Alto: 1.40 mÁrea de seguridad:: 1.95 m x 1.50 mCapacidad: 1 personaEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	11763630ee5ae9d0197d5567af203f9ccf00fb739d03d51da6f2afc088387716	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32264	OKOK-H01	EJERCITADO REMADORA OK	publish	ejercitado-remadora-ok	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones: 1.85 m (L) x 0.75 m (A) x 0.95 m (H)Área de seguridad: requerida: 2.35 m x 1.75 mCapacidad: 1 personaEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	34bd4a1cdb409b07134c8d42dc56bd0f3e3a21df2613ac93cc64aef8755b9a6e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32265	OKST-T08X	EJERCITADOR ELIPTICA OK	publish	ejercitador-eliptica-ok	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.27 m Ancho: 0.53 m Alto: 1.48 mÁrea de seguridad:: 2.55 m x 1.60 mCapacidad: 1 personaEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	7a3bb7a5d6fb5876a0daa0e10cef6c4d7fdd1068fe5e61cb350a19905f5f241c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32266	OKOK-Z08A	EJERCITADOR BICICLETA OK	publish	ejercitador-bicicleta-ok	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 0.80 m Ancho: 0.55 m Alto: 1.10 mÁrea de seguridad:: 1.80 m x 1.50 mCapacidad: 1 personaEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	beeedc802e513153c75e692902030fe5f850b7a82eda102a69f101253119ccfc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32267	OKST-F01X	EJERCITADOR ABDOMINALES OK DOBLE	publish	ejercitador-abdominales-ok-doble	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.61 m Ancho: 1.21 m Alto: 0.75 mÁrea de seguridad:: 2.80 m x 1.70 mCapacidad: 2 personasEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	e5bf311e139c048f8604d19321d0aeb1775b0cc8e4a047940c293ea3cd8c1286	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32268	OKST-Z05X	EJERCITADOR MOVIMIENTO DE CINTURA TRIPLE	publish	ejercitador-movimiento-de-cintura-triple	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.60 m Ancho: 1.60 m Alto: 1.27 mÁrea de seguridad:: 2.55 m x 2.35 mCapacidad: 3 personasEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	2c591d671cb3022e28951c508a3bf2f43041dfe4103a733b1cfc9d98263e73bb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32269	OKST-Z01X	EJERCITADOR DE PIERNAS OK DOBLE	publish	ejercitador-de-piernas-ok-doble	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.99 m Ancho: 0.42 m Alto: 1.55 mÁrea de seguridad:: 3.30 m x 1.65 mCapacidad: 2 personasEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	abea36372299c9de77e1859bc06ee0923e71e49b9271e62e7c4632d973c416ea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32270	OKST-S03X	EJERCITADOR BARRAS PARALELAS OK DOBLE	publish	ejercitador-barras-paralelas-ok-doble	Anclaje: Enterrar a 30 cm*Medidas de referencia, el producto puede tener una variación de 3 cm aproximadamente.EspecificacionesDimensiones:Largo: 1.85 m Ancho: 0.55 m Alto: 1.60 mÁrea de seguridad:: 2.45 m x 1.60 mCapacidad: 2 personasEdad: +13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	392a236b09e2c2c0ba15af1d70bc0d38d4d65c2140f39c1fbecc3c5b6dadb5c9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32296	BAN-PM-01-00	BANCA FUJI A	publish	banca-fuji-a	Banca sin respaldo de plastimadera estandar en forma de poligono irregular, sistema modular. Lado derechoanclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: A elegir 1 color acero, 1 color de plastimadera estandarEspecificacionesDimensiones: Largo: 1.30 m Ancho: 0.45 m Alto: 0.45 mAncho asiento: 0.45 mCapacidad: 2 Personas.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	b86619ea4c75bf265221f1afc0b5c445015f76535a8b6a95d4e886c5ceb6419e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32297	MEC-CR-06-00	VERONA	publish	verona-2	Escalera de acceso, trepadero espiral,1 panel gato de plastipanel y 2 figuras de plastipanel, tubo comunicador con burbuja de acrilico y resbaladilla de plastico rotomoldeado de altura 0.90 m.Anclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: a elegir 2 colores acero.Observaciones: * La resbaladilla puede ser de olas o recta, dependiendo de disponibilidad. El color del plástico se asigna conforme a disponibilidad de fábrica.** Los accesorios de plastipanel no se eligen individualmente; únicamente se seleccionan paneles completos.EspecificacionesDimensiones: Largo: 5.55 mts Ancho: 3.05 mts Alto: 3.8 mtsÁrea segura: 5.40 mts x 7.80 mtsCapacidad: 12 niñosEdad: 6 - 12 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	390ad7884bbed14ac69012080bd928b29643d02900976336f614209a8d198ad0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32302	BAN-PM-01-01	BANCA FUJI B	publish	banca-fuji-b	Banca sin respaldo de plastimadera estandar en forma de poligono irregular, sistema modular, lado izquierdoAnclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: A elegir 1 color acero, 1 color de plastimadera estandarEspecificacionesDimensiones: Largo: 1.30 m Ancho: 0.45 m Alto: 0.45 mAncho asiento: 0.45 mCapacidad: 2 Personas.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	6a60f891c988061843928cb1fdb2cca5e335ddca13f01ecbcf9986939a1298b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32318	EJE-EST-05-00	EJERCITADOR AROS CORTO Y 2 POSTES	publish	ejercitador-aros-corto-y-2-postes	Barra con 4 posiciones para dominadas y 2 aros cortos. Sistema modular con abrazaderas.Anclaje: Enterrar a 30cmColores: a elegir 2 colores de aceroEspecificacionesDimensiones: Largo: 1.20 m Ancho: 0.55 m Alto: 2.60 mÁrea de seguridad: 2.20 m x 1.55 mCapacidad: 1 personaEdad: + 13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	0512f9ad4136d5535dbc4bfb03b0a2c9996fac8eb94138688021f934ed0e86aa	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32320	EJE-EST-10-00	EJERCITADOR BARRAS DE ESTIRAMIENTO	publish	ejercitador-barras-de-estiramiento	Estructura para estiramientos. Sistema modular con abrazaderas.Anclaje: Enterrar a 30cmColores: a elegir 2 colores de aceroEspecificacionesDimensiones: Largo: 2.30 m Ancho: 0.10 m Alto: 2.20 m Área de seguridad: 4.30 m x 2.90 mCapacidad: 2 personaEdad: + 13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	b22d88fd8590147455c87b26f574a42223c8248ea8801b7ef8db28c477f0ee22	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32322	MEC-CR-08-00	Juego MAINE INCLUSIVO	publish	modulo-maine-inclusivo	1 Panel gato de plastipanel, Panel O con burbuja acrílica, 1 panel dactilológico, barandal con volante, 2 resbaladilla plastico rotomoldeado alt. 0.90 m, 1 trepadero espiral, techo horizontal de plastico rotomoldeadoAnclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: A elegir 2 colores de acero.EspecificacionesDimensiones: Largo: 6.3 mts Ancho: 3.8 mts Alto: 3.8 mtsÁrea segura: 5.10 mts x 9.90 mtsCapacidad: 19 niñosEdad: 6 - 12 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	0823404b0c8ce17d57e305ce23b93ddbe7a879072a00605961b814c338a6732a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32323	MER-PR-03-00	Juego CALIFORNIA	publish	modulo-california	Resbaladilla de plástico rotomodeadol alt. 1.50 m, barandal con figuras de plastipanel, escalador de piedras curvo, resbaladilla twist de plastico rotomoldeado, trepadero espiral, techo horizontal de plástico rotomoldeadoAnclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: a elegir 2 colores aceroObservaciones: * La resbaladilla puede ser de olas o recta, dependiendo de disponibilidad. El color del plástico se asigna conforme a disponibilidad de fábrica.** Los accesorios de plastipanel no se eligen individualmente; únicamente se seleccionan paneles completosEspecificacionesDimensiones: Largo: 4.75 mts Ancho: 4.75 mts Alto: 4.05 mtsÁrea segura: 7.20 mts x 5.70 mtsCapacidad: 16 niñosEdad: 6 - 12 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	5b75eb7397c62bcb1a09bc315c8ec803f0af9db0d641c50c72dbb8e3f338ea63	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32327	MEV-CR-02-00	Juego PARMA	publish	modulo-parma-2	Escalera curva, 1 resbaladilla de plastico rotomoldeadoalt. 1.20 m, 1 resbaladilla de plástico rotomoldeado alt. 1.80 m, esfera, pasamanos, panel gato plastipanel,accceso curvo de pideras, 1 resbaladilla twist de plástico rotomoldeado, 1 techo “Valley Roof” de compuesto plastico reforzado, 1 plataforma cuadrada, 3 platadformas triangulares.Anclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: a elegir 2 colores acero, 1 colorCompuesto Plastico ReforzadoObservaciones: * La resbaladilla puede ser de olas o recta, dependiendo de disponibilidad. El color del plástico se asigna conforme a disponibilidad de fábrica.** Los accesorios de plastipanel no se eligen individualmente; únicamente se seleccionan paneles completosEspecificacionesDimensiones: Largo: 6.55 mts Ancho: 5.18 mts Alto: 4.3 mtsÁrea segura: 8.15 mts x 8.85 mtsCapacidad: 25 niñosEdad: 6 - 12 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	d76c41fafa606fa449b7bbc75a4b664c750e7943427494b023267a61c3f0cc5c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32334	APA-00-10-00	APARCABICICLETAS ANGULAR	publish	aparcabicicletas-angular	Estrucura con 5 triangulos para asegurar bicicleta.*No incluye bicicletaAnclaje: Enterrar a 30 cm o taquetear sobre plancha de concreto con espesor de 15cm con resistencia 200kg/cm2Colores: A elegir 1 color aceroEspecificacionesDimensiones: Largo: 1.30 m Ancho: 0.60 m Alto: 0.90m Capacidad: 5 bicicletas.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	95afd85be3b84f0b39c1597e1c11f456a30dbcaddec5b4fd4aea9c9b25771531	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
32337	EJE-EST-07-00	EJERCITADOR BARRAS PARALELAS Y 2 POSTES	publish	ejercitador-barras-paralelas-y-2-postes	Estructura con barras paralelas a 2 niveles. Sistema modular con abrazaderas.Anclaje: Enterrar a 30cmColores: a elegir 2 colores de aceroEspecificacionesDimensiones:Largo: 1.20 m Ancho: 1.00 m Alto: 2.60 mÁrea de seguridad:: 2.20 m x 2.00 m.Capacidad: 1 personaEdad: + 13 años.	present	post_content		0	missing		none	missing_specifications	yes	technical_content_without_clear_boundary	02a3f7a8aae001075d83c7935eefffdfab21d20f79c021ea135358edcf5b0483	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
